text,label
Education Details July 2008 to February 2012 BE COMPUTER SCIENCE Nagpur Maharashtra NAGPUR UNIVERSITY SAP HANA Developer SAP HANA Developer Schlumberger Skill Details SAP HANA Exprience 60 months SAP BO Exprience 36 monthsCompany Details company Schlumberger description Schlumberger is the world s leading provider of technology for reservoir characterization drilling production and processing to the oil and gas industry Working in more than 85 countries Role SAP HANA Developer Team Size 12 Duration Feb 2017 to Till Date Responsibilities Working on Suit on HANA and Native HANA Systems Working on end to end implementation for Release 2 3 and 2 4 Developing HANA Information Models Calculation Views Table Functions Procedures Actively involved in cutover activities Dry Runs Production Go live and Post Production Go Live and resolving issues Worked on HANA functionalities like Currency Conversions and analyzing the Planviz for performance related issues etc Worked on to bring the Tables in SAP HANA Landing zone using SDA Working on to resolve the performance issues in HANA views by applying filter joins etc Interacting with the Business and functional team members based on the discussion Creating Design Documents Technical Specification and Test Documents Su essfully implemented the Release 2 2 and 2 3 for US Ecuador and Canada Su essfully completed the Self service project for Finance Domain and created Reports in Analysis of office Working on to create the Power BI Reports Working on to resolve production defects and Incidents by using HPALM and Remedy Tools Working on to resolve the issues in an existing HANA Views Working on to promote the Objects in different environment by using Charm Solmon Working on to enhance the performance of the HANA views by using PLANVIZ Worked on to create the BO Reports for Vendor Master 2 Aero Space Design Honeywell company Fujitsu Consulting India description Responsibilities HANA Data Model Development and Modification of Existing Models Providing estimation to create the data model based on business Request Creating Views Attribute Analytical and Calculation Views base on business requirement Creation of Design document and Technical design document Brought the data into HANA Landing zone using SLT and SDA Handled complex performance issues Worked SAP Landscape transformation for data replication from source DB to HANA DB Solved SIT tickets on HANA Information Model Developing HANA Information Models Calculation Views Table Functions Procedures Modifying existing models to include tables columns etc necessary to complete the requirement Configuring business objects to fetch data from HANA Editing Modifying exiting reports to fetch data from HANA as per the requirement 3 Mc Donald Company Fujitsu Consulting India Client MC Donald Role SAP BO Developer Team Size 3 Duration July2013to June2014 Responsibilities Providing estimation to create the Universe and Webi Reports based on business request Worked on creating the Universes on top of SAP HANA and BW Resources Worked on creating the Complex Reports in webi Worked on providing the Row level and Folder level security Worked on Scheduling the Reports Tools and Technology Knowledge SAP HANA SPS12 SAP ECC 6 0 SQL Remedy SharePoint SAP Logon WEBI Power BI,SAP Developer
Education Details May 2013 Master Computer Application Mumbai Maharashtra IMCOST College April 2010 BSc Computer Science Mumbai Maharashtra V K K Menon College March 2005 SpringerNature Pune Maharashtra S V V M School ABAP Developer ABAP Developer SAP EXPOSURE Skill Details Company Details company SAP EXPOSURE description 1 Organization SpringerNature Duration MAR 2017 Till date Project Support for springer Nature Project Type Support Role ABAP Developer Major Contribution Writing new reports and modification for existing reports Worked on smartforms Standard debugging for issues For unit testing created contracts orders and invoices and tested individually company Atos Pvt Ltd description Duration MAY 2014 DEC 2015 Project lenM It s a Ministry of Netherland Project Project DSP DSM Sinochem Pharmaceuticals Project AkzoNobel Akzonobel is a leading global paints and coatings company and a major producer of specialty chemicals Project Type Support Role ABAP Developer Major Contribution Modified SAP Script as per the requirement specified Modified Invoice Smart Form Created custom tables data elements structures,SAP Developer
Education Details January 2016 Bachelor Of Engineering LEAN PROJECTS Mumbai Maharashtra Mumbai University January 2013 Diploma Computer Engineering Ratnagiri Maharashtra Maharashtra State Board of Technical Education SAP CONSULTANT SAP CONSULTANT Quick Learner Skill Details Company Details company Quick Learner description Groomed skills with Microsoft Excel Job Responsibilities Working on Centralized SAP Security project which includes User VBA programming for automation Level authorizations including Role creation and changes and Compliance policy maintenance for SAP systems Confidence and Positive Attitude Assisting users in troubleshooting and identifying authorization issues using SU53 and trace analysis Willingness to learn work in team Working on GRC 10 X A ess Control application and all its component Strong analytical thinking documentation and design skills Assisting in defining the scope of a project opportunities estimating efforts and project timelines Hands on experience in SAP Market Place for creating User Adaptable to new environment with ability to get along with OSS Ids Developer Keys people,SAP Developer
Education Details SAP Technical Architect SAP Technical Consultant ALE IDOC oDATA Fiori S4HANA EWM APO Retail Skill Details SAP ABAP Exprience 120 months SAP ABAP ALE IDOC EDI Exprience 96 months SAP Netweaver Gateway oData Fiori Exprience 24 months SAP Techno Functional Exprience 36 months SAP ABAP IS Retail APO IS Auto EWM Exprience 36 months SAP Techno functional Exprience 48 months SAP SD Exprience 36 months NetWeaver Gateway oDATA Fiori Exprience 24 months SAP S 4HANA new features Extensibility Embedded Analytics Exprience 12 monthsCompany Details company description 13 years of work experience in SAP which includes roles varies from developer to subject matter expert Strong project experience in implementation upgrade application development and maintenance SAP ABAP Certified associate and has certification in ITIL 2011 Foundation and PRINCE2 practitioner SAP project Full Lifecycle implementations across multiple global projects Direct client exposure of 1 3 years in United States of America and 1 2 years in Malaysia Expertise on SAP ABAP FRICEW components Experience in various SAP modules like MM FI CO SD PS PP CS PM QM and HR Experience on S 4HANA IS Auto IS Retail SCM 7 0 SOLMAN SAP GTS SAP PI 7 3 SAP BI 7 0 7 3 Vistex ProShip HPQC IBM ManageNow CA service desk Loftware Data Matrix Experience in SAP Netweaver Gateway Fiori and also created number of POCs for potential customers Su essfully completed 9 implementation 7 support 1 roll out and 1 upgrade projects Expertise in understanding different requirements of the client for diverse industries Experience in leading technical team of different sizes Customization experience in various areas of SD FI MM modules Experience in Upgrading to ECC6 0 Experience in Unicode conversion related issues tasks Skilled in document processes identifying issues handling multiple tasks and training end users Proven ability to interact with business system analysts and end users in design phase Extensive experience in analyzing complicated business processes effort estimations and creating technical specifications Experienced with onsite offshore support model of work and lead the team Excellent communication skills team participation inter team co ordination team leadership abilities and customer oriented attitude Experience in pre sales activities Thorough understanding of the project management and quality processes,SAP Developer
Excellent grasping power in learning new concepts and technology Highly motivated team player with strong work ethics committed to hard work Ability to work and co ordinate in a team effectively Enthusiastic self starter and team player Quick and independent learner Education Details January 2014 Bachelor of Technology Information Technology branch BPUT University January 2010 Diploma Engineering Brahmapur Orissa U C P Engineering School Software Testing Automation Engineer Software Testing Automation Engineer Tech Mahindra Skill Details Company Details company Tech Mahindra description India Duration Oct 2017 Till Date Project Description BT Group plc trading as BT and formerly British Telecom is a British multinational telecommunications holding company with head offices in London United Kingdom I worked for Air Logistics Program under the banner of British Telecom This project handles all the web applications to carry out the whole logistics operation over United Kingdom through various airlines Roles Responsibilities Design and develop framework for the Test scenarios and Test cases Developing automation test scripts on the existing application Executing Test Cases for every new release Involved in running test cases and logging defects through the HPQC tool Involved in formulating test Summary Report Conduct Internal Test Case Peer Reviews Participated in Daily Scrum Meetings Participated in weekly status meetings with the team developers to discuss open issues and communicating with onsite team company Tech Mahindra Pvt Ltd Pune Tech Mahindra description is an Indian multinational company with around 115 000 Employees spread across 90 countries globally Total Experience 2 Years 7 Months Organization Designation Duration company Tech Mahindra description Project Description AT T Inc is an American multinational conglomerate holding company headquartered at Whitacre Tower in Downtown Dallas Texas During my serving as software engineer at AT T I have worked for CSI CAM Common Service Interface team which is responsible for running of AT T s centralised solution hub web application called myatt com Roles Responsibilities Design develop and maintaing Automation Test Scripts and Test cases using Selenium WebDriver and several desktop window automating tool such as Sikuli and AutoIT Executing Test Cases and check the working functionality of the existing application Involved in tracking manging test life cycle and logging defects using JIRA and HPQC ALM Involved in formulating test Summary Report Conduct Internal Test Case Peer Reviews Participated in Daily Scrum Meetings Participated in weekly status meetings with the team developers to discuss open issues and communicating with onsite team company Tech Mahindra Pvt Ltd Pune Tech Mahindra description Till Date,Automation Testing
SOCIAL SKILLS Ability to establish trust and work with a team Determined with good work ethics Ability to work under difficult situations Education Details January 2011 to January 2016 Mumbai Maharashtra MUMBAI UNIVERSITY Bachelor of Electronics Engineering Electronics Engineering Mumbai Maharashtra Atharva College of Engineering at Malad Automation and Electrical engineer Automation and Electrical Engineer SMEC AUTOMATION PVT LTD Skill Details Company Details company SMEC AUTOMATION PVT LTD description 18 Supply installation testing and commissioning of water level sensor and valve actuators for water tanks at BARC hospital Anushaktinagar Trombay and BARC facility at Kalyan Implemented of academy projects like Automatically tank filling with relay and float sensor level control bottle filling on conveyor belt motion and waste material crashing then separated on conveyor belt motion with PLC controlling Role of Automation and Instrumentation Engineer Marine and Industrial Automation Re calibration of field Instruments like control valve actuators sensors and transmitters for pneumatic and electrical Research and developing on new automated system Level flow and temperature process control with PID of various brands Nippon Selec etc PLC panel wiring DOL and Star delta control wiring of 3 phase induction motor Panel testing IP knowledge Control Panel quality check and assurance Eletrical Single Line Daigram SLD and power wiring daigram Internship experience company SMEC AUTOMATION PVT LTD description Company Profile SMEC Automation provides specialized technical consulting services and custom engineered products to the marine energy and offshore industries applying advanced methods and technologies SMEC Automation is one of India s leading manufacturers of automation and monitoring equipment for ocean going vessels especially in Marine Boiler and Main Engine Control IGG Inert Gas Generator and Alarm System Project company SMEC AUTOMATION PVT LTD description Completed Internship of Instrumentation and Calibrations in SMEC Automation Pvt Ltd for 6 months duration from 8th June 2016 to 30th November 2016 TECHNICAL QUALIFICATION Underwent Post Graduate Diploma in Industrial Calibration and Instrumentation and Post Graduate Diploma in Industrial Automation in duration of 3 months each with hands on practical exposure to Industrial Automation Tools like PLC PAC SCADA HMI INTERFACING DRIVES MCC PANEL and VFD Su essful in the examination as Post Graduation Diploma in Industrial Automation and Post Graduation Diploma in Industrial Instrumentation with TUV Rheinland Certified Qualification on 07 11 2016 TECHNICAL SKILLS Calculation and selection of cable switchgear and protection Expertise in PLC Hardware like AB Schneider Siemens Omron Delta ABB and GE Fanuc Knowledge on control relay logic and ladder logic Having good knowledge in designing and interfacing PLC with SCADA such as Intouch Vijeo Citect WinCC iFix and Factory TalkView Real time data acquisition from OPC Kepware HMI interfacing Handling VFD for motor control Schneider Electric ALTIVAR 28 Series Calibration of Pressure gauge Temperature gauge Control Valve Level or Flow measurements and control Druck Injector Smart DP transmitter using HA COMMUNICATOR Piping and Instrumentation Diagram Hand Tools Tubes and Pipe fitting Cable and Cable Glanding Have basic knowledge of HONEYWELL DCS C 300 and its programming Completed 5 days Robotic workshop KUKA KR 16 at Atharva College of Engineering Training of 2 weeks at RK Electricals COMPUTER SKILLS Electrical designing software basic AutoCAD and EPLAN PLC Software Rockwell Twido suite Step7 Microwin SP2 Unity Pro XL CX Programmer WPL Software Codesys and Versa Pro Designing software Wonderware CitectScada7 4 Proficy HMI SCADA iFIX and FactotyTalk View Su essfully completed Spoken Tutorial program on C C and JAVA Programming individually conducted by IIT BOMBAY Completed 5 days basic course for Basic Of Mac OS at Atharva College of Engineering Completed Phython Workshop conducted by CodeStrike of 1 day in 15 at Atharva College of Engineering Operating System Windows Mac,Automation Testing
TECHNICAL SKILLS Automation Testing Selenium WebDriver TestNG Testing Framework TestNG Data Driven Page Object model Applications Tools Eclipse Postman Building Tool Version Control Continuous Integration Maven SVN Jenkins Database SQL Languages SQL Java C Scripting Languages HTML JavaScript Operating System Windows Domain Insurance ERP E Commerce Education Details January 2016 B E Computer Pune Maharashtra Savitribai Phule University of Pune Automation Testing Java Developer and AutomationTesting Skill Details C Exprience 6 months DATABASE Exprience 6 months ECLIPSE Exprience 6 months EMPLOYEE RESOURCE GROUP Exprience 6 months ENTERPRISE RESOURCE PLANNING Exprience 6 monthsCompany Details company Phioenix Microsystem Pvt Ltd description company Phioenix Microsystem Pvt Ltd description Organization Role Phoenix Microsystems Pvt Ltd Jr Java Developer PROJECTS Project Project SWB EBS Support Role Java Developer Description Inventory Operation System provides with a way to manage the inventories which are conducted on a day to day basis It is used by a ount owners and district offices to manage their inventory cycles plan their events schedule their stores and people enter employee time sheets and approve customer invoicing In addition it provides several tools which assist the users in completing a profitable inventory while satisfying the needs of their customers Responsibilities Environment A ounts Customers Stores Cycles Planning Scheduling Rescheduling Splits Time Collection Invoicing Closing the week Use of bulk updates bulk inserts Updates to be performed based on primary Java 1 6 Ice faces 1 8 2 Ibatis 2 0 Jboss Seam EJB 2 0 HTML Project Project INTELLIGEN FOR MOBILEAPP DEV KAUAPC Role Java Developer Description Inventory Management for a retailer project is to develop Inventory Management System IMS a essible on Android for retailers to track their outstanding inventory cost of inventory sales by day and thus empower retailer to better manage their business Responsibilities Cost of Inventory Inventory Management System Time Management Machine Learning Platforms Environment Java 1 6 Core Java 6 0 JSF 2 0 Rich Faces 4 1 Spring 3 2 Restful Web service using Jersey API Project Project Loan LeLo Automation Role Software Test Engineer Description Loan Le Lo Offers for the selected loan from multiple banks Customer can select particular loan offer and will have to fill the details in the form and will get registered Email will be sent to his registered email id with login id and password Responsibilities Development of Page Object Model Framework for Automation Testing Development of Automation Test Script using Selenium WebDriver TestNG in JAVA Execution of Selenium Test cases and Reporting defects Debugging Executing Automation test script using Selenium Web Driver Involved in Functional Regression Testing Worked on Jenkins for Continuous Integration Requirements Reviewed Test Reports and Prepared Summary Reports Environment Selenium Web Driver Java Eclipse TestNG SQL Project Project DDSM Automation Role Software Test Engineer Description The objective of this project is to automate a system for ZZ server ZZ server that is Data Divider team has a manual system to enter a customer details its user details DDSM system have multiple roles Each role have set of permissions Responsibilities Responsible for Integration Testing Functional Testing System Testing Creating automation test cases for existing POM Framework using Selenium Web Driver Enhanced Test cases using Java programming features and TestNG Annotations Debugging Executing Automation test script using Selenium Web Driver Followed Data driven approach Reading the data from Excel file Worked on Jenkins for Continuous Integration CI Requirements Involved in Regression Testing API Testing Preparation of weekly and monthly status reports Environment Selenium Web Driver Java Eclipse HTML TestNG SQL Postman,Automation Testing
SKILLS Agile Methodology Scrum Kanban Extreme Programming XP Test driven development TDD and Feature Driven development FDD Domain Industrial Automation Retail Banking Insurance Health care Automation Framework Modular Data driven BPT Hybrid Test automation tool HP UFT TAF Load Runner Selenium Rational Robot DCMTK sikuli languages VB Script C Python Shell Script Bug Tracking Tool Bugzilla Jira HP Quality Control AP Test Clear Quest Version management Clear case Win CVS SVN Database Oracle SQL server MySQL Network Protocols TCP IP HTTP HTTPS VPN FTP LDAP Healthcare DICOM PACS HL7 Image Archiving Image reconstruction Rockwell Automation Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool I O modules and Profiles Education Details Bachelor of Science Computer Science Mumbai Maharashtra Mumbai University QA Automation Lead QA Automation Lead Skill Details C Exprience 63 months PYTHON Exprience 109 months UFT Exprience 85 months SELENIUM Exprience 85 months SQL Exprience 69 monthsCompany Details company Leading Industrial Automation description Responsibilities Test Rockwell Automation embedded systems such as Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool I O modules and Profiles Coordinate with Onsite and Offshore QA leads to design and develop test strategy and test plan Document test plan and test cases base on product Requirement Document and functional specification Discussed and explained the requirement to QA team Work in Scrum base Agile Methodology and Test Driven development environment with frequent changing requirements and lots of challenges Document and Published Program Increment Objectives Program Increment planning report Feature Epics Backlog and Stories Conduct and Participated in Program Increment Planning Backlog Grooming Sprint Planning Daily Stand Ups Sprint Review and Retrospective Perform Automation testing tasks such as Design Create Maintain Execute and peer review test scripts using Test Automation Framework TAF Develop and Execute System integration and GUI integration test using C Interact with Business Analysts and Software Developers for bug review and participated in QA meetings Work closely with development and engineering department to ensure proper resolution of bugs Proactively came up with innovative methods to improve software quality test coverage efficiency and regression coverage Created and Maintained testing documents such as High Level Requirement Test strategy report Test plan Test cases Test execution results Bug report Quality Metrics Traceability Matrix and Testing Summary Reports Environment Logix Designer Factory Talk RSLinx Classic ControlFlash CompareTool I O modules Profiles Test Automation Framework TAF C Python Selenium Clear Case Clear Quest UFT Collaborative Lifecycle Management and Version one company GE Healthcare description Responsibilities Validated GE CT scanners based on FDA compliances and regulations Interacted with Clinical experts Business Analysts and Development architect for creation of test strategy and test plan Coordinated with the Offshore QA and Onsite QA team to work on design and develop of test strategies and requirement traceability matrix Designed Created and executed manual test cases base on product requirement documents Increased productivity by initiating use of automation tools like DICOM and QTP Trained and guided GE team on automation test creation and execution using QTP Performed testing types such as functional integration performance and regression and Provide test reports to management Involved in release support test bed creation testing throughout release process Environment Agile Test driven development TDD DICOM HL7 Image reconstruction Windows Linux SQL C Python QTP HTML XML QTP VBScripts and QC company Patni GE Healthcare PACS description Responsibilities Validated GE PACS application and tested web application defined for Administration Authentication and Archiving of DICOM images Involved in the creation of Automation framework by using Hybrid and BPT approach Responsible for creation of Test Bed and Golden Data using DCMTK Prepared the Test Scenarios Test plan Test cases and Automation Scripts for Integration System and End to End testing on all applications Designed and developed User defined and Generic functions with well versed VB scripting Descriptive programming in scripting dynamic objects and reusable actions in defining scenario flows in UFT QTP Reviewed the QTP Scripts developed by the team members Supported the QA SIT and Regression testing team for environmental issues and Interact with other downstream environment system team for the clarifications Environment Agile Test driven development TDD GE PACS DICOM HL7 Image reconstruction Image Construction Windows Linux SQL C Python Selenium QTP HTML XML QTP JavaScript VBScripts and QC company HDFC Bank Limited description Responsibilities Reviewed Business requirements design documents and prepared test cases for assigned project releases Performed testing types such as API functional integration System performance regression security and network Provide test reports to management Involved in integration testing for release of new functionality Testing critical bug s fixes and co ordinate with developer in fixing these critical bugs Involved in backend database testing in oracle and Microsoft SQL Involved in release support test bed setup testing throughout release process Automation of test flow s using automated tools QTP 10 Environment Windows Linux SQL C Python QTP HTML XML QTP JavaScript VBScripts and QC company Vistaar Systems Limited description Responsibilities Referred Business requirements documents Use case documents and Design documents provided by client and developer for creation of Manual and Automation test cases Involved in Analysis Design Creation Execution and Debugging of automation scripts using automation tools like Rational Robot QTP and Shell scripting Testing critical bug s fixes and co ordinate with developer in fixing these critical bugs Involved in Installation of build Maintaining test bed Smoke and Sanitary testing Regression testing Performance testing and Database testing using Rational Robot QTP and Shell scripting Environment Windows Linux SQL Rational Robot V2002 and QTP V 9 2,Automation Testing
Technical Skills Summary I have completed CORPORATE TRAINING in Manual and Automation Testing at Source Code Technology Pune Manual and Automation Testing SELENIUM IDE TestNG SELENIUM Grid JENKINS Apache POI Good knowledge in SDLC Excellent understanding of White Box Testing and Black Box Testing Good knowledge in Functional Testing Integration Testing and System Testing Good Exposure in writing Functional and Integration Scenarios Good understanding of writing of test cases including test case design technique Good understanding Build and release Good knowledge on Ad hoc and smoke testing Excellent understanding of usability reliability and exploratory testing Excellent knowledge of Globalization and Compatibility Testing Excellent Understand of STLC Good knowledge of regression and retesting Excellent knowledge on Defect tracking and Defect Life Cycle Good Knowledge on Test plan and Traceability Matrix Internship Project Project Name Resume Extractor Duration 6 months Role Manual And Automation Testing Environment Jdbc Servlets Jsp Technologies Web based Application MS A ess2007 The project involved development of a web application Resume extractor provides the technology to analyze mass volume of data to detect resume in data covered which company have into valuable information This project is company site s based on recruitment process Strengths Able to work in a team System and Operational Analysis Good Communication Skills Active learning and critical thinking Good interpersonal skills willing to take challenges and more responsibilities Ability to learn new technologies with minimal time period Education Details January 2015 BCS Computer Science MGM s College MCA Pune Maharashtra Computer Science fromJSPM College HSC Nanded Maharashtra Maharashtra state board SSC Nanded Maharashtra Maharashtra State Board Software testing Software testing Skill Details APACHE Exprience 6 months BLACK BOX Exprience 6 months BLACK BOX TESTING Exprience 6 months FUNCTIONAL TESTING Exprience 6 months INTEGRATION Exprience 6 monthsCompany Details company Tech Mahindra description Software testing in manual and Automation company description software Test engineer,Automation Testing
Education Details B Tech Electronics And Instrumentation Engineering Jaunpur Uttar Pradesh VBS Purvanchal University Automation Tester Automation Tester Tech Mahindra Skill Details Company Details company Tech Mahindra description Mumbai May 2018 to Present Project Contribution Tech Mahindra Project Title Payment Gateway Jio Money Role Automation Tester Responsibility Analyzing the manual test cases to create automation scripts Working on Redwood tool for Automation Maintained regression pack as per the project requirement Performed API testing Created Automation scripts for API testing Enhancing framework to support cross functionality testing Execute test cases and evaluate test results for both manual and automated testing Maintaining the scripts as per the requirement Adding new automated tests to improve automated test coverage for both functional and regression Performed automation testing analyzing test results and report defect into the bug tracking system and drive issues to resolution Preparation of test data with different test conditions to ensure coverage of business rules Performed Sanity Ad hoc and Regression testing Participated in defect triage meetings with developers to validate the severity of the bug and responsible for tracking of the bug life cycle Worked with development team to ensure testing issues are resolved Project Description JIO MONEY Jio Payment Gateway provides the Facility to Merchants and Users to enable to pay through the JIO MONEY Features include Purchase Bill Payment load Money short cash purchase Pay to Merchant and Pay to User etc Inscripts Project Title CometChat Role Automation Tester Responsibility Created automation framework with bug report using page object and data driven framework with automated email test scripts Handling QA tickets Coordinate with the development team Project Description CometChat is the chat solution for your site app which will help you grow your customer base exponentially drastically increase the time spent by users The CometChat has several useful features like one on one chat group chat audio video call screen sharing Games real time chat translation Mobile apps and desktop messenger Project Title Web tracker Role Sr Software Tester Responsibility Creation Test Scenarios Test Script and Test Case Execution of Test Case Ad Hoc Manual Testing Regression Testing Automation Testing Test Scripts using tools such as Selenium WebDriver 2 0 Project Description A omplishment Web Tracker aims to provide time sheet facility to its customers Release contains the following features which are related to employee time tracking task assignments tracker submission reminders approvals its notifications Hayaan InfoTech Project Title Real Estate Agent Website Role Sr Software Tester Responsibility Creation Test Scenarios and Test Case Execution of Test Case Smoke Testing Black Box Testing Ad Hoc Manual Testing Regression Testing Project Description This project has WEB page graphical HTML representation of a neighborhood made up of different types of houses and apartments There are several sales people around the country who are all responsible for selling the houses and apartments through Web Site This Web Site help user to Purchase or Request for any Estate Property Project Title E commerce Website Role Software Tester Responsibility Creation Test Scenarios and Test Case Execution of Test Case Ad Hoc Manual Testing Smoke Testing Black Box Testing Regression Testing Project Description This project includes Order Processing Invoice Generated and Printing Packaging Slip Order Payment Return material Authorization Label Sheet Printing The Order Processing of that application is very big There are 3 main entities which are involved in the Order Processing Customer Sales Person and Admin Project Title Enquiry to Invoice System Role Software Tester Responsibility Creation Test Scenarios and Test Case Execution of Test Case Smoke Testing Black Box Testing Ad Hoc Manual Testing Regression Testing Project Description This application is browser based application to reduce investment in hardware and software The proposed system contains following module which offers database management and reporting of various activity of company This application comprise of following module Inquiry and Estimation Quotation Negotiation Purchase Order System Delivery System MIS Reports company Inscripts India Pvt Ltd description company Haayan InfoTech Pvt Ltd description,Automation Testing
TECHNICAL SKILLS Languages Core Java Automation Testing Tool Selenium with web driver and IDE DBMS MS SQL Server 2000 2005 Oracle 10g Operating System Windows XP 7 10 Education Details BSCIT Mumbai University Automation Tester Automation and Manual Tester Skill Details DATABASE MANAGEMENT SYSTEM Exprience 6 months DBMS Exprience 6 months JAVA Exprience 6 months MS SQL SERVER Exprience 6 months MS SQL SERVER 2000 Exprience 6 monthsCompany Details company Capgemini India Pvt Ltd description Worked on Manual as well as automation testing Started carrier as manual tester then after that moved to automation testing Now working as automation tester Worked on Selenium Webdriver company Na description Currently working with Capgemini Airoli as Consultant from 06th May 2013 to till the date,Automation Testing
SKILLS Agile Methodology Scrum Kanban Extreme Programming XP Test driven development TDD and Feature Driven development FDD Domain Industrial Automation Retail Banking Insurance Health care Automation Framework Modular Data driven BPT Hybrid Test automation tool HP UFT TAF Load Runner Selenium Rational Robot DCMTK sikuli languages VB Script C Python Shell Script Bug Tracking Tool Bugzilla Jira HP Quality Control AP Test Clear Quest Version management Clear case Win CVS SVN Database Oracle SQL server MySQL Network Protocols TCP IP HTTP HTTPS VPN FTP LDAP Healthcare DICOM PACS HL7 Image Archiving Image reconstruction Rockwell Automation Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool I O modules and Profiles Education Details Bachelor of Science Computer Science Mumbai Maharashtra Mumbai University QA Automation Lead QA Automation Lead Skill Details C Exprience 63 months PYTHON Exprience 109 months UFT Exprience 85 months SELENIUM Exprience 85 months SQL Exprience 69 monthsCompany Details company Leading Industrial Automation description Responsibilities Test Rockwell Automation embedded systems such as Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool I O modules and Profiles Coordinate with Onsite and Offshore QA leads to design and develop test strategy and test plan Document test plan and test cases base on product Requirement Document and functional specification Discussed and explained the requirement to QA team Work in Scrum base Agile Methodology and Test Driven development environment with frequent changing requirements and lots of challenges Document and Published Program Increment Objectives Program Increment planning report Feature Epics Backlog and Stories Conduct and Participated in Program Increment Planning Backlog Grooming Sprint Planning Daily Stand Ups Sprint Review and Retrospective Perform Automation testing tasks such as Design Create Maintain Execute and peer review test scripts using Test Automation Framework TAF Develop and Execute System integration and GUI integration test using C Interact with Business Analysts and Software Developers for bug review and participated in QA meetings Work closely with development and engineering department to ensure proper resolution of bugs Proactively came up with innovative methods to improve software quality test coverage efficiency and regression coverage Created and Maintained testing documents such as High Level Requirement Test strategy report Test plan Test cases Test execution results Bug report Quality Metrics Traceability Matrix and Testing Summary Reports Environment Logix Designer Factory Talk RSLinx Classic ControlFlash CompareTool I O modules Profiles Test Automation Framework TAF C Python Selenium Clear Case Clear Quest UFT Collaborative Lifecycle Management and Version one company GE Healthcare description Responsibilities Validated GE CT scanners based on FDA compliances and regulations Interacted with Clinical experts Business Analysts and Development architect for creation of test strategy and test plan Coordinated with the Offshore QA and Onsite QA team to work on design and develop of test strategies and requirement traceability matrix Designed Created and executed manual test cases base on product requirement documents Increased productivity by initiating use of automation tools like DICOM and QTP Trained and guided GE team on automation test creation and execution using QTP Performed testing types such as functional integration performance and regression and Provide test reports to management Involved in release support test bed creation testing throughout release process Environment Agile Test driven development TDD DICOM HL7 Image reconstruction Windows Linux SQL C Python QTP HTML XML QTP VBScripts and QC company Patni GE Healthcare PACS description Responsibilities Validated GE PACS application and tested web application defined for Administration Authentication and Archiving of DICOM images Involved in the creation of Automation framework by using Hybrid and BPT approach Responsible for creation of Test Bed and Golden Data using DCMTK Prepared the Test Scenarios Test plan Test cases and Automation Scripts for Integration System and End to End testing on all applications Designed and developed User defined and Generic functions with well versed VB scripting Descriptive programming in scripting dynamic objects and reusable actions in defining scenario flows in UFT QTP Reviewed the QTP Scripts developed by the team members Supported the QA SIT and Regression testing team for environmental issues and Interact with other downstream environment system team for the clarifications Environment Agile Test driven development TDD GE PACS DICOM HL7 Image reconstruction Image Construction Windows Linux SQL C Python Selenium QTP HTML XML QTP JavaScript VBScripts and QC company HDFC Bank Limited description Responsibilities Reviewed Business requirements design documents and prepared test cases for assigned project releases Performed testing types such as API functional integration System performance regression security and network Provide test reports to management Involved in integration testing for release of new functionality Testing critical bug s fixes and co ordinate with developer in fixing these critical bugs Involved in backend database testing in oracle and Microsoft SQL Involved in release support test bed setup testing throughout release process Automation of test flow s using automated tools QTP 10 Environment Windows Linux SQL C Python QTP HTML XML QTP JavaScript VBScripts and QC company Vistaar Systems Limited description Responsibilities Referred Business requirements documents Use case documents and Design documents provided by client and developer for creation of Manual and Automation test cases Involved in Analysis Design Creation Execution and Debugging of automation scripts using automation tools like Rational Robot QTP and Shell scripting Testing critical bug s fixes and co ordinate with developer in fixing these critical bugs Involved in Installation of build Maintaining test bed Smoke and Sanitary testing Regression testing Performance testing and Database testing using Rational Robot QTP and Shell scripting Environment Windows Linux SQL Rational Robot V2002 and QTP V 9 2,Automation Testing
